"","person","day","cause_short","month","year","canine","dept_name","state","position"
"5103","Warden William Hoblitzell","Sat","Gunfire","Sep",1921,FALSE,"New Jersey Divison of Fish, Game and Wildlife"," NJ","Warden"
"5104","Assistant Warden Dewitt Frisby Oliver","Sat","Fall","Sep",1921,FALSE,"Texas Department of Criminal Justice"," TX","Warden"
"5105","Police Officer George Benard Crawford","Sat","Motorcycle accident","Sep",1921,FALSE,"Magnolia Park Police Department"," TX","Police Officer"
"5106","Officer Julius Alexander Nielsen","Sun","Gunfire","Sep",1921,FALSE,"Kenmare Police Department"," ND","Police Officer"
"5107","Patrolman Martin Maloney","Sun","Drowned","Sep",1921,FALSE,"New York City Police Department"," NY","Patrolman"
"5108","Officer John W. Jeffrey","Wed","Vehicle pursuit","Sep",1921,FALSE,"Maryland State Police"," MD","Police Officer"
"5109","Deputy Sheriff Henry F. Nelson","Thu","Gunfire","Sep",1921,FALSE,"Riverside County Sheriff's Department"," CA","Sheriff"
"5110","Deputy Sheriff Theodore Crossley","Thu","Gunfire","Sep",1921,FALSE,"Riverside County Sheriff's Department"," CA","Sheriff"
"5111","Fish Warden William Etheldred Shoemaker","Thu","Gunfire","Sep",1921,FALSE,"Pennsylvania Fish and Boat Commission"," PA","Warden"
"5112","Deputy Sheriff Walter Nathaniel Campbell","Fri","Gunfire","Sep",1921,FALSE,"Perry County Sheriff's Office"," KY","Sheriff"
"5113","Patrolman Robert Hayes DeKorte","Fri","Gunfire","Sep",1921,FALSE,"Newport News Police Department"," VA","Patrolman"
"5114","Motorcycle Officer Robert Brandt Ross","Sat","Struck by vehicle","Sep",1921,FALSE,"Los Angeles County Sheriff's Department"," CA","Police Officer"
"5115","Deputy Marshal Howell B. Parker","Sat","Gunfire","Sep",1921,FALSE,"Atlanta Municipal Court"," GA","Marshal"
"5116","Special Agent Louis A. Gustafson","Tue","Gunfire","Sep",1921,FALSE,"Chicago and Northwestern Railroad Police Department"," RR","Special Agent"
"5117","Chief of Police William J. Logan","Tue","Struck by train","Sep",1921,FALSE,"Fanwood Police Department"," NJ","Chief of Police"
"5118","Patrolman Joseph A. Reuschle","Wed","Gunfire","Sep",1921,FALSE,"New York City Police Department"," NY","Patrolman"
"5119","Patrolman Charles Guy","Mon","Gunfire","Oct",1921,FALSE,"Louisville and Nashville Railroad Police Department"," RR","Patrolman"
"5120","Special Agent Thomas J. Fitzgerald","Mon","Gunfire","Oct",1921,FALSE,"Great Northern Railway Police Department"," RR","Special Agent"
"5121","Policeman Edward S. Boynton","Tue","Motorcycle accident","Oct",1921,FALSE,"Philadelphia Police Department"," PA","Police Officer"
"5122","Undersheriff William S. McPherren","Fri","Gunfire","Oct",1921,FALSE,"Sheridan County Sheriff's Department"," WY","Sheriff"
"5123","Game Warden Leslie Robinson","Sat","Automobile accident","Oct",1921,FALSE,"Maine Department of Inland Fisheries and Wildlife - Warden Service"," ME","Warden"
"5124","Night Marshal John Franklin Kelley","Sun","Gunfire","Oct",1921,FALSE,"Du Quoin Police Department"," IL","Marshal"
"5125","Special Officer Robert G. Murray","Fri","Gunfire","Oct",1921,FALSE,"Chicago and Northwestern Railroad Police Department"," RR","Police Officer"
"5126","Patrolman Paul Schutz","Sun","Gunfire","Oct",1921,FALSE,"Chicago Police Department"," IL","Patrolman"
"5127","Motorcycle Policeman George B. Kilpatrick","Tue","Vehicle pursuit","Oct",1921,FALSE,"Atlanta Police Department"," GA","Police Officer"
"5128","Officer George D. Chinn","Thu","Gunfire","Oct",1921,FALSE,"Metropolitan Police Department"," DC","Police Officer"
"5129","Detective John Olan Hall","Thu","Gunfire","Oct",1921,FALSE,"Shreveport Police Department"," LA","Detective"
"5130","Town Sergeant Julian F. Boyer","Sat","Gunfire","Oct",1921,FALSE,"Orange Police Department"," VA","Sergeant"
"5131","Sheriff Willie C. Bond","Sat","Gunfire","Oct",1921,FALSE,"Orange County Sheriff's Office"," VA","Sheriff"
"5132","Policeman Joseph Alexander Johnson","Sun","Gunfire","Oct",1921,FALSE,"Rome Police Department"," GA","Police Officer"
"5133","Constable William King","Mon","Gunfire","Oct",1921,FALSE,"Pennsylvania State Constable - Chester County"," PA","Constable"
"5134","Federal Prohibition Agent John T. Foley","Wed","Gunfire (Accidental)","Oct",1921,FALSE,"United States Department of the Treasury - Internal Revenue Service - Prohibition Unit"," US","Agent"
"5135","Patrolman Albert Marsh Hall","Wed","Gunfire","Oct",1921,FALSE,"St. Joseph Police Department"," MO","Patrolman"
"5136","Detective Sergeant Caleb Embree Smith","Thu","Poisoned","Oct",1921,FALSE,"Flint Police Department"," MI","Detective"
"5137","Chief of Detectives Tom A. Johnson","Thu","Gunfire","Oct",1921,FALSE,"St. Joseph Police Department"," MO","Detective"
"5138","Deputy Sheriff Miles Hall","Tue","Gunfire","Nov",1921,FALSE,"Letcher County Sheriff's Department"," KY","Sheriff"
"5139","Police Officer Otto A. Balk","Tue","Motorcycle accident","Nov",1921,FALSE,"Detroit Police Department"," MI","Police Officer"
"5140","Patrolman P. T. Fleet","Thu","Gunfire","Nov",1921,FALSE,"Memphis Police Department"," TN","Patrolman"
"5141","Patrolman A. L. Young","Sat","Gunfire","Nov",1921,FALSE,"Wichita Police Department"," KS","Patrolman"
"5142","Detective James Dinley","Sun","Gunfire","Nov",1921,FALSE,"Jersey City Police Department"," NJ","Detective"
"5143","Policeman Eugene Cooke","Wed","Struck by vehicle","Nov",1921,FALSE,"Hudson County Boulevard Police"," NJ","Police Officer"
"5144","Sheriff J. Hay Fant","Thu","Gunfire","Nov",1921,FALSE,"Union County Sheriff's Office"," SC","Sheriff"
"5145","Patrolman Charles A. Schmitt","Tue","Struck by vehicle","Nov",1921,FALSE,"Buffalo Police Department"," NY","Patrolman"
"5146","Policeman Edward W. Kelly","Wed","Motorcycle accident","Nov",1921,FALSE,"Philadelphia Police Department"," PA","Police Officer"
"5147","Deputy Sheriff John S. Evans","Fri","Gunfire","Nov",1921,FALSE,"Clinch County Sheriff's Office"," GA","Sheriff"
"5148","Federal Prohibition Agent Jesse R. Johnson","Mon","Gunfire","Nov",1921,FALSE,"United States Department of the Treasury - Internal Revenue Service - Prohibition Unit"," US","Agent"
"5149","Marshal Andrew H. Miller","Mon","Gunfire","Nov",1921,FALSE,"Ellis Police Department"," KS","Marshal"
"5150","Patrolman Robert Fitzpatrick","Mon","Gunfire","Nov",1921,FALSE,"Wichita Police Department"," KS","Patrolman"
"5151","Detective Charles D. Hoffman","Wed","Gunfire","Nov",1921,FALSE,"Wichita Police Department"," KS","Detective"
"5152","Lieutenant Lloyd Bernard Leaman","Wed","Gunfire","Nov",1921,FALSE,"Pennsylvania Railroad Police Department"," RR","Lieutenant"
"5153","Patrolman Frank Koran","Fri","Gunfire","Nov",1921,FALSE,"Cleveland Police Department"," OH","Patrolman"
"5154","Park Guard Vincent A. Hanley","Sat","Gunfire","Nov",1921,FALSE,"Fairmount Park Police Department"," PA","Guard"
"5155","Officer Richard Roy Marler","Mon","Gunfire (Accidental)","Nov",1921,FALSE,"Miami Police Department"," FL","Police Officer"
"5156","Railroad Detective Fred H. Wells","Sat","Gunfire","Dec",1921,FALSE,"Chicago, Burlington and Quincy Railroad Police Department"," RR","Detective"
"5157","Policeman Harry Clester","Tue","Gunfire","Dec",1921,FALSE,"Los Angeles Police Department"," CA","Police Officer"
"5158","Policeman William L. Brett","Tue","Gunfire","Dec",1921,FALSE,"Los Angeles Police Department"," CA","Police Officer"
"5159","Police Officer John J. McGrath","Tue","Gunfire","Dec",1921,FALSE,"St. Louis Metropolitan Police Department"," MO","Police Officer"
"5160","Special Officer George Brandsma","Wed","Gunfire","Dec",1921,FALSE,"Grand Rapids Police Department"," MI","Police Officer"
"5161","Detective Samuel Slater","Fri","Gunfire","Dec",1921,FALSE,"Grand Rapids Police Department"," MI","Detective"
"5162","Undersheriff Irving Keeler","Fri","Gunfire","Dec",1921,FALSE,"Treasure County Sheriff's Office"," MT","Sheriff"
"5163","Deputy Jailer Albert Roberts","Sat","Gunfire","Dec",1921,FALSE,"Breathitt County Jail"," KY","Deputy"
"5164","Night Marshal Clyde Lewis McDonald","Mon","Gunfire","Dec",1921,FALSE,"Monte Vista Police Department"," CO","Marshal"
"5165","Deputy Warden Fred Menhennett","Mon","Stabbed","Dec",1921,FALSE,"Michigan Department of Corrections"," MI","Warden"
"5166","Night Watchman Clarence F. Berry","Mon","Gunfire","Dec",1921,FALSE,"Leola Police Department"," SD","Watchman"
"5167","Night Marshal Isaac West","Thu","Gunfire","Dec",1921,FALSE,"Gas City Marshal's Office"," KS","Marshal"
"5168","Patrolman Gerald L. Fackert","Thu","Automobile accident","Dec",1921,FALSE,"Kansas City Police Department"," MO","Patrolman"
"5169","Patrolman Herman Kohler Emmons","Sat","Gunfire","Dec",1921,FALSE,"Long Branch Police Department"," NJ","Patrolman"
"5170","Officer Richard Williams","Mon","Animal related","Dec",1921,FALSE,"Santa Barbara Police Department"," CA","Police Officer"
"5171","Deputy Sheriff Lewis R. Jones","Mon","Gunfire","Dec",1921,FALSE,"Woodbury County Sheriff's Department"," IA","Sheriff"
"5172","Officer Harry H. Aurandt","Tue","Gunfire","Dec",1921,FALSE,"Tulsa Police Department"," OK","Police Officer"
"5173","Patrolman Charles McGuire","Thu","Gunfire","Dec",1921,FALSE,"Toledo Police Department"," OH","Patrolman"
"5174","Special Constable Marvin M. Wilder","Sat","Gunfire","Dec",1921,FALSE,"Brunswick Police Department"," GA","Constable"
"5175","Constable John E. Covert","Sat","Gunfire","Dec",1921,FALSE,"Van Zandt County Constable's Office - Precinct 1"," TX","Constable"
"5176","Chief of Police Russell Baker","Sun","Gunfire","Dec",1921,FALSE,"Barbourville Police Department"," KY","Chief of Police"
"5177","Police Officer Joseph A. Coghill","Sun","Gunfire","Dec",1921,FALSE,"Dormont Borough Police Department"," PA","Police Officer"
"5178","Private Joseph Benjamin ""Joe"" Buchanan","Mon","Gunfire","Dec",1921,FALSE,"Texas Rangers"," TX","Private"
"5179","Patrolman William Reed","Wed","Gunfire","Dec",1921,FALSE,"Toledo Police Department"," OH","Patrolman"
"5180","Patrolman Sheppard E. Brumley","Sun","Gunfire","Jan",1922,FALSE,"Sapulpa Police Department"," OK","Patrolman"
"5181","Police Officer David S. Richards","Tue","Gunfire","Jan",1922,FALSE,"Indianapolis Police Department"," IN","Police Officer"
"5182","Deputy Sheriff Carl Alex Brill","Wed","Gunfire","Jan",1922,FALSE,"Mobile County Sheriff's Office"," AL","Sheriff"
"5183","Patrolman Thomas J. Downey","Wed","Struck by streetcar","Jan",1922,FALSE,"Newark Police Department"," NJ","Patrolman"
"5184","Patrolman John Dominick O'Donnell","Wed","Gunfire","Jan",1922,FALSE,"Benwood Police Department"," WV","Patrolman"
"5185","Detective Sergeant William A. Miller","Thu","Gunfire","Jan",1922,FALSE,"New York City Police Department"," NY","Detective"
"5186","Detective Sergeant Francis J. M. Buckley","Fri","Gunfire","Jan",1922,FALSE,"New York City Police Department"," NY","Detective"
"5187","Officer Edmund P. Keleher","Tue","Struck by vehicle","Jan",1922,FALSE,"Metropolitan Police Department"," DC","Police Officer"
"5188","Special Officer William E. Waers","Wed","Gunfire","Jan",1922,FALSE,"Chicago, Rock Island and Pacific Railway Police Department"," RR","Police Officer"
"5189","Marshal William Petersen","Fri","Gunfire","Jan",1922,FALSE,"Winthrop Harbor Police Department"," IL","Marshal"
"5190","Deputy Sheriff James D. Mizner","Sat","Gunfire","Jan",1922,FALSE,"Linn County Sheriff's Department"," MO","Sheriff"
"5191","Deputy Sheriff Oliver Thomas Smith","Mon","Gunfire","Jan",1922,FALSE,"Polk County Sheriff's Office"," FL","Sheriff"
"5192","Patrolman Otto W. Motz","Thu","Gunfire","Jan",1922,FALSE,"New York City Police Department"," NY","Patrolman"
"5193","Captain Homer R. Spaulding","Thu","Gunfire","Jan",1922,FALSE,"Okmulgee Police Department"," OK","Captain"
"5194","Railroad Policeman John P. Aracher","Thu","Gunfire (Accidental)","Jan",1922,FALSE,"Baltimore and Ohio Railroad Police Department"," RR","Police Officer"
"5195","Patrolman Charles Paldina","Fri","Gunfire","Jan",1922,FALSE,"Chicago Police Department"," IL","Patrolman"
"5196","Warden Theodore Catlin","Thu","Stabbed","Jan",1922,FALSE,"Michigan Department of Corrections"," MI","Warden"
"5197","Patrolman George Gilbert Barton, Sr.","Thu","Gunfire","Jan",1922,FALSE,"Independence Police Department"," MO","Patrolman"
"5198","Park Policeman Harry J. Busse","Fri","Gunfire","Jan",1922,FALSE,"South Park District Police Department"," IL","Police Officer"
"5199","Deputy Game Warden Robert H. Marshall","Sat","Gunfire","Jan",1922,FALSE,"Ohio Department of Natural Resources - Division of Wildlife"," OH","Warden"
"5200","Police Officer William F. Kaemmerling","Sat","Motorcycle accident","Jan",1922,FALSE,"Milwaukee Police Department"," WI","Police Officer"
"5201","Detective Lieutenant Charles A. Harm","Sun","Gunfire","Jan",1922,FALSE,"West Hoboken Police Department"," NJ","Lieutenant"
"5202","Deputy Sheriff Frank Moore","Mon","Gunfire","Jan",1922,FALSE,"Unicoi County Sheriff's Department"," TN","Sheriff"
"5203","Patrolman Daniel J. McShane","Tue","Gunfire","Jan",1922,FALSE,"Boston Police Department"," MA","Patrolman"
"5204","Patrolman Fred Wachendorf","Sat","Gunfire","Feb",1922,FALSE,"Rushville Police Department"," IN","Patrolman"
"5205","Patrolman William J. Finnigan","Sat","Gunfire","Feb",1922,FALSE,"Irvington Police Department"," NJ","Patrolman"
"5206","Deputy Sheriff Robert ""Bob"" Smith","Mon","Gunfire","Feb",1922,FALSE,"Jefferson County Sheriff's Office"," AL","Sheriff"
"5207","Police Officer Francis Martin Heenan","Mon","Gunfire","Feb",1922,FALSE,"Marysville Police Department"," CA","Police Officer"
"5208","Officer Leroy Wood","Tue","Gunfire (Accidental)","Feb",1922,FALSE,"Dallas Police Department"," TX","Police Officer"
"5209","Sheriff Cameron Mason Thomas","Tue","Fall","Feb",1922,FALSE,"Albemarle County Sheriff's Office"," VA","Sheriff"
"5210","Patrolman Herbert Long","Thu","Gunfire","Feb",1922,FALSE,"Terre Haute Police Department"," IN","Patrolman"
"5211","Officer James E. Scott","Fri","Gunfire","Feb",1922,FALSE,"Omaha Police Department"," NE","Police Officer"
"5212","Patrolman Timothy Lynch, Jr.","Sat","Electrocuted","Feb",1922,FALSE,"New Orleans Police Department"," LA","Patrolman"
"5213","Prohibition Officer William Meade","Sun","Gunfire","Feb",1922,FALSE,"West Virginia Department of Prohibition"," WV","Police Officer"
"5214","Patrolman Emery McCreight","Wed","Gunfire","Feb",1922,FALSE,"Wilmington Police Department"," OH","Patrolman"
"5215","Federal Prohibition Agent John O'Toole","Fri","Assault","Feb",1922,FALSE,"United States Department of the Treasury - Internal Revenue Service - Prohibition Unit"," US","Agent"
"5216","Deputy Sheriff Jesse G. Thomas","Mon","Gunfire","Feb",1922,FALSE,"Jefferson County Sheriff's Office"," AL","Sheriff"
"5217","Patrolman Jesse P. Wooten","Tue","Struck by streetcar","Feb",1922,FALSE,"Memphis Police Department"," TN","Patrolman"
"5218","Night Policeman Luther R. Reedy","Wed","Gunfire","Feb",1922,FALSE,"Pocahontas Police Department"," VA","Police Officer"
"5219","Special Officer James E. Travis","Fri","Gunfire","Feb",1922,FALSE,"Atlanta Police Department"," GA","Police Officer"
"5220","Police Officer Robert Donnelly","Sun","Gunfire","Feb",1922,FALSE,"Tulsa Police Department"," OK","Police Officer"
"5221","Special Agent Jess L. Sitton","Sat","Gunfire","Mar",1922,FALSE,"Union Pacific Railroad Police Department"," RR","Special Agent"
"5222","Sheriff John T. Roach","Mon","Gunfire","Mar",1922,FALSE,"Graves County Sheriff's Department"," KY","Sheriff"
"5223","Sheriff Israel L. Smith","Tue","Gunfire","Mar",1922,FALSE,"Bradley County Sheriff's Office"," TN","Sheriff"
"5224","Patrolman John H. McMail","Wed","Gunfire","Mar",1922,FALSE,"New York City Police Department"," NY","Patrolman"
"5225","Patrolman Charles Samuel Paist","Wed","Motorcycle accident","Mar",1922,FALSE,"McKeesport Police Department"," PA","Patrolman"
"5226","Policeman Harry J. Stauffer","Thu","Fall","Mar",1922,FALSE,"Philadelphia Police Department"," PA","Police Officer"
"5227","Police Officer Charles O. Legate","Fri","Assault","Mar",1922,FALSE,"Seattle Police Department"," WA","Police Officer"
"5228","Deputy Sheriff Joseph Washington ""Joe"" Morton","Sat","Gunfire","Mar",1922,FALSE,"Walker County Sheriff's Office"," GA","Sheriff"
"5229","Conservation Officer August Olson","Sun","Duty related illness","Mar",1922,FALSE,"Minnesota Department of Natural Resources - Enforcement Division"," MN","Police Officer"
"5230","Patrolman Robert C. Scott","Mon","Struck by vehicle","Mar",1922,FALSE,"Newport Police Department"," RI","Patrolman"
"5231","Patrolman Philip D. Steeves","Wed","Motorcycle accident","Mar",1922,FALSE,"Savannah Police Department"," GA","Patrolman"
"5232","Lieutenant Raymond L. Corbitt","Sun","Gunfire","Mar",1922,FALSE,"Atlantic Coast Line Railroad Police Department"," RR","Lieutenant"
"5233","Deputy Sheriff John Bunyon Counts","Tue","Gunfire","Mar",1922,FALSE,"Dickenson County Sheriff's Office"," VA","Sheriff"
"5234","Deputy Sheriff George H. Jenerette","Thu","Gunfire","Mar",1922,FALSE,"Allen Parish Sheriff's Department"," LA","Sheriff"
"5235","Patrolman Ernest H. Cassidy","Mon","Gunfire","Apr",1922,FALSE,"Chicago Police Department"," IL","Patrolman"
"5236","Patrolman Coy Carter Vandiver, Sr.","Mon","Gunfire (Accidental)","Apr",1922,FALSE,"Mexia Police Department"," TX","Patrolman"
"5237","Police Officer William W. McClintock","Tue","Motorcycle accident","Apr",1922,FALSE,"St. Paul Police Department"," MN","Police Officer"
